##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;NOTES TO TRANSLATORS:;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;=====================;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;TEXT COLORS:;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§A = 0,64,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§B = 0,0,192;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§C = 128,0,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§D = 255,255,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§E = 255,0,255;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§F = 255,128,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§G = 0,100,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§H = 128,128, 128;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§I = 0,0,255;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§J = 0,192,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§M = 100,255,100;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§N = 255,100,100;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§R = 240,0,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§W = 255,255,255;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§Y = 208,232,248;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§Z = 0,0,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§§ - restores old color;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Minister personalities;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_RUTHLESS_DICTATOR;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_CONSTRUCTION_MAGNATE;The Construction Magnate has a prominent place in the construction industry. He can use his position to increase the productivity of his industries and boost the construction of roads, airports, naval base and others infrastructures.;Le magnat du bâtiment a une position bien établie dans l'industrie du bâtiment. Il peut l'utiliser pour accroître la productivité de ses industries et pousser à la construction de routes, d'aéroports, de bases navales et autres infrastructures.;Il Magnate delle costruzioni ha un posto preminente nel settore. Può usare la sua posizione per aumentare la produttività delle sue industrie e dare impulso alla costruzione di strade, aeroporti, basi navali ed altre infrastrutture.;El Magnate de la Construcción tiene un lugar prominente en la industria de la construcción. Puede usar su posición para incrementar la productividad de las industrias e impulsar la construcción de carreteras, aeropuertos, bases navales y otras infraestructuras.;Der Baulöwe hat eine angesehene Position innerhalb der Baubranche. Er kann diese nutzen, um die Produktivität im allgemeinen zu steigern und den Bau von Flugplätzen, Strassen und anderer Infrastruktur voranzutreiben.;Magnat budowlany gra pierwsze skrzypce w przemyœle konstrukcyjnym kraju. Mo¿e u¿ywaæ swoich wp³ywów w celu zwiêkszenia efektywnoœci dzia³ania przemys³u i przyspieszenia konstrukcji dróg, lotnisk, baz morskich oraz innych elementów infrastruktury.;;Ñòğîèòåëüíûé ìàãíàò èìååò ïîñòîÿííîå âëèÿíèå íà ñòğîèòåëüíóş èíäóñòğèş. Îí ìîæåò èñïîëüçîâàòü ñâîå ïîëîæåíèå, ÷òîáû óâåëè÷èâàòü ïğîèçâîäèòåëüíîñòü ñâîåé ïğîìûøëåííîñòè è óñêîğÿòü ñòğîèòåëüñòâî äîğîã, àığîïîğòîâ, ìîğñêèõ áàç è äğóãîé èíôğàñòğóêòóğû.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_BUDGET;Balanced Budget Proponent;Partisan d'un budget équilibré;Sostenitore di un bilancio equilibrato;Defensor de la economía balanceada;Hauslhaltsexperte;Zwolennik zbilansowanego bud¿etu;;Ñòîğîííèê ñáàëàíñèğîâàííîãî áşäæåòà;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_BUDGET;This minister fights to have a balanced budget, with tight fiscal, limits on welfare and foreign aid.;Ce ministre se bat pour avoir un budget équilibré, un crédit cher, un état-providence limité et peu d'aides étrangères.;Questo ministro si batte per avere un bilancio in pareggio, quando è a corto di fondi, limita il welfare e gli aiuti internazionali.;Este ministro lucha para tener un presupuesto balanceado, limitando el presupuesto en bienestar y ayuda al extranjero.;Dieser Minister macht sich für einen ausgeglichenen Haushalt stark, der nur wenige Ausgaben für Soziales und Entwicklungshilfe vorsieht.;Ten minister jest gotów podj¹æ walkê w imiê zbilansowanego bud¿etu, z siln¹ kontrol¹ wydatków, limitami na wydatki zwi¹zane z pomoc¹ spo³eczn¹ i wsparciem innych krajów.;;İòîò ìèíèñòğ áîğåòñÿ çà ñáàëàíñèğîâàííûé áşäæåò ñ ôèêñèğîâàííûìè äåíåæíûìè çíà÷åíèÿìè, ëèìèòàìè íà èíîñòğàííóş ïîìîùü è èíòåğâåíöèîííûå èíâåñòèöèè.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_MIXED;Mixed Economy Proponent;Le Partisan d'une économie mixte;Sostenitore di un'economia mista;Defensor de la economía mixta;Mischwirtschaftler;Zwolennik gospodarki mieszanej;;Ñòîğîííèê ñìåøàííîé ıêîíîìèêè;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_MIXED;A Mixed economy is an economic system in which both the state and the private sector direct the economy, with characteristics proper of both market economies and planned economies. Most mixed economies can be described as market economies with strong regulatory oversight, in addition to having a variety of government-sponsored aspects.;Une économie mixte est un stème économique dans lequel l'État et le secteur privé dirigent l'économie, avec des traits propres aux économies de marché et aux économies planifiées. La plupart des économies mixtes peuvent être décrites comme étant des économies de marché soumises à de fortes régulations, en plus d'avoir des particularités propres aux politiques gouvernementales.;L'economia mista è un sistema economico in cui sia lo Stato sia il settore privato indirizzano l'economia, con caratteristiche proprie sia delle economie di mercato che di quelle pianificate. La maggior parte delle economie miste può essere descritta come economie di mercato con forte supervisione regolamentare, oltre ad avere una varietà di aspetti sponsorizzati dal governo.;Una economía mixta es un sistema económico en el que el Estado y el sector privado dirigen la economía, con características propias de economías de mercado y economías planificadas. La mayoría de las economías mixtas pueden ser descritas como economías de mercado con una fuerte supervisión reguladora, además de tener aspectos de un gobierno.;Mischwirtschaft ist ein Wirtschaftssystem, das irgendwo zwischen Markt- und Planwirtschaft steht. Die meisten dieser Wirtschaften sind Marktwirtschaften mit starken staatlichen Einflüssen und Regularien.;Gospodarka mieszana to system ekonomicznym, w którym wspó³istniej¹ silne sektory publiczny i prywatny, a charakterystyki gospodarek planowych i rynkowych wspó³istniej¹ ze sob¹. Wiêkszoœæ mieszanych gospodarek mo¿e byæ opisana jako gospodarki rynkowe z silnym udzia³em kontroli regulacyjnej, jak równie¿ aktywnym wsparciem inwestycji przez rz¹d.;;Ñìåøàííàÿ ıêîíîìèêà ıòî ıêîíîìè÷åñêàÿ ñèñòåìà, â êîòîğîé è ãîñóäàğñòâî, è ÷àñòíûé ñåêòîğ íàïğàâëÿşò ıêîíîìèêó. İòî ñèñòåìà ñ êà÷åñòâàìè è ğûíî÷íîé, è ïëàíîâîé ıêîíîìèêè. Áîëüøèíñòâî ñìåøàííûõ ıêîíîìèê ìîãóò áûòü îïèñàíû êàê ğûíî÷íûå ıêîíîìèêè ñ ñèëüíûìè ğåãóëèğóşùèìè ñòğóêòóğàìè, â äîïîëíåíèå ê ğàçíîîáğàçíûì ãîñóäàğñòâåííî-ñïîíñèğîâàííûì ïğåäïğèÿòèÿì.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_COMMANDO_DOCTRINE;The Special Forces Proponent;Partisan des forces spéciales;Sostenitore delle Forze Speciali;Defensor de las Fuerzas Armadas;Befürworter von Spezialeinheiten;Zwolennik si³ specjalnych;;Ñòîğîííèê ğàçâèòèÿ ñïåöñëóæá;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_COMMANDO_DOCTRINE_STAFF;This Chief of the Staff believes in the use of Special Forces and teaches that small but highly trained formations are the essence of modern warfare.;Ce chef d'état-major croit fermement en l'utilisation de forces spéciales, et enseigne que des unités petites mais particulièrement bien entraînées sont le fondement de la guerre moderne.;Questo Capo di Stato Maggiore crede nell'uso delle Forze Speciali e sostiene che formazioni piccole ma altamente addestrate sono l'essenza della guerra moderna.;Este Jefe de Estado cree en el uso de Fuerzas Especiales y enseña que formaciones pequeñas pero altamente entrenadas son la esencia de la guerra moderna.;Dieser Stabschef ist der Meinung, daß der Einsatz kleiner, spezialisierter Kommandoeinheiten die moderne Kriegführung ausmachen.;Ten szef sztabu wierzy w szczególn¹ rolê si³ speecjalnych i g³osi, ¿e ma³e, ale œwietnie wyszkolone oddzia³y s¹ esencj¹ nowoczesnej sztuki wojennej.;;İòîò íà÷àëüíèê ãåíøòàáà âåğèò, ÷òî èñïîëüçîâàíèå ñïåöèàëüíûõ ïîäğàçäåëåíèé è òåõíîëîãèé, êîòîğûå ìàëû, íî ïğåêğàñíî ïîäãîòîâëåíû, ÿâëÿşòñÿ îñíîâîé ñîâğåìåííûõ âîåííûõ äåéñòâèé.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_COMMANDO_DOCTRINE_ARMY;This Chief of the Army belives that the use of highly trained Special Forces can make the difference in the battle.;Ce chef de l'armée pense que l'utilisation de forces spéciales très entraînées peut faire toute la différence durant une bataille.;Questo capo di stato maggiore dell'esercito crede che l'uso di forze speciali altamente addestrate può fare la differenza in battaglia.;Este jefe del Ejército cree que el uso de Fuerzas Especiales altamente entrenadas puede marcar la diferencia en batalla.;Dieser Armeechef ist der Meinung, daß der Einsatz hochtrainierter Spezialkräfte in einem Krieg den Unterschied zwischen Sieg und Niederlage ausmachen wird.;Ten dowódca sztabu armii uwa¿a, ¿e u¿ycie œwietnie wyszkolonych s³u¿b specjalnych mo¿e przewa¿yæ losy staræ na nasz¹ korzyœæ.;;İòîò êîìàíäóùèé àğìèåé âåğèò, ÷òî èñïîëüçîâàíèå âûñîêîòğåíèğîâàííûõ ñïåöñëóæá ïîçâîëÿåò ïåğåëîìèòü èñõîä ñğàæåíèÿ.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_AUTONOMY_DOCTRINE;The Doctrine of Autonomy;Doctrine de l'autonomie;Dottrina dell'autonomia;Doctrina de autonomía;Die Doktrin der Autonomie;Doktryna autonomii;;Äîêòğèíà àâòîíîìèè;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_AUTONOMY_DOCTRINE;This Chief of the Staff believes in the Doctrine of Autonomy. This means that allowing the operational commanders freedom of command is essential for winning the war.;Ce chef d'état-major croit fermement en la doctrine de l'autonomie. Cela signifie qu'allouer une liberté de commandement opérationnel est primordial pour gagner la guerre.;Questo Capo di Stato Maggiore crede nella dottrina dell'autonomia. Ciò significa che lasciare libertà di comando ai comandanti sul campo di è essenziale per vincere la guerra.;Este Jefe de Estado cree en la doctrina de autonomía. Esto significa que permitir libertad de mando a los comandantes es esencial para ganar la guerra.;Dieser Stabschef ist der Meinung, daß Feldkommandeure im Rahmen ihrer Operationsziele selbstständig agieren müssen, um den Krieg zu gewinnen.;Ten szef sztabu jest wyznawc¹ doktryny autonomii. G³osi ona, ¿e zezwolenie na daleko id¹c¹ samodzielnoœæ dowódców poszczególnych oddzia³ów jest kluczowe w wygrywaniu wojen.;;İòîò íà÷àëüíèê ãåíøòàáà âåğèò â äîêòğèíó àâòîíîìèè. İòî îçíà÷àåò, ÷òî ïğåäîñòàâëåíèå íèæåñòîÿùèì êîìàíäèğàì òàêòè÷åñêîé è îïåğàòèâíîé ñâîáîäû æèçíåííî âàæíî äëÿ ïîáåäû â âîéíå;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_STRATEGIC_MISSILE_FOCUS;Strategic Missile Focus;Strategic Missile Focus;Strategic Missile Focus;Strategic Missile Focus;Strategic Missile Focus;Strategic Missile Focus;Strategic Missile Focus;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_STRATEGIC_MISSILE_FOCUS;This Chief of the Staff believes that long range rockets or missiles are necessary for modern warfare.;This Chief of the Staff believes that long range rockets or missiles are necessary for modern warfare.;This Chief of the Staff believes that long range rockets or missiles are necessary for modern warfare.;This Chief of the Staff believes that long range rockets or missiles are necessary for modern warfare.;This Chief of the Staff believes that long range rockets or missiles are necessary for modern warfare.;This Chief of the Staff believes that long range rockets or missiles are necessary for modern warfare.;This Chief of the Staff believes that long range rockets or missiles are necessary for modern warfare.;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_DEEPBATTLEDOCTRINE;Deep Battle Proponent;Deep Battle Proponent;Deep Battle Proponent;Deep Battle Proponent;Deep Battle Proponent;Deep Battle Proponent;Deep Battle Proponent;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_DEEPBATTLEDOCTRINE;This Chief of the Staff believes in the use of tanks, motorized infantry and aircraft in combined operations to disrupt the enemy to their full strategic depth.;This Chief of the Staff believes in the use of tanks, motorized infantry and aircraft in combined operations to disrupt the enemy to their full strategic depth.;This Chief of the Staff believes in the use of tanks, motorized infantry and aircraft in combined operations to disrupt the enemy to their full strategic depth.;This Chief of the Staff believes in the use of tanks, motorized infantry and aircraft in combined operations to disrupt the enemy to their full strategic depth.;This Chief of the Staff believes in the use of tanks, motorized infantry and aircraft in combined operations to disrupt the enemy to their full strategic depth.;This Chief of the Staff believes in the use of tanks, motorized infantry and aircraft in combined operations to disrupt the enemy to their full strategic depth.;This Chief of the Staff believes in the use of tanks, motorized infantry and aircraft in combined operations to disrupt the enemy to their full strategic depth.;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_ANTIPARTISAN_DOCTRINE;Counter-insurgency Doctrine;Counter-insurgency Doctrine;Counter-insurgency Doctrine;Counter-insurgency Doctrine;Counter-insurgency Doctrine;Counter-insurgency Doctrine;Counter-insurgency Doctrine;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_ANTIPARTISAN_DOCTRINE;Counterinsurgency warfare is a form of irregular warfare which relies on the use of mass arrests, torture or even mass executions to eliminate rebellious insurgents or resistance groups.;Counterinsurgency warfare is a form of irregular warfare which relies on the use of mass arrests, torture or even mass executions to eliminate rebellious insurgents or resistance groups.;Counterinsurgency warfare is a form of irregular warfare which relies on the use of mass arrests, torture or even mass executions to eliminate rebellious insurgents or resistance groups.;Counterinsurgency warfare is a form of irregular warfare which relies on the use of mass arrests, torture or even mass executions to eliminate rebellious insurgents or resistance groups.;Counterinsurgency warfare is a form of irregular warfare which relies on the use of mass arrests, torture or even mass executions to eliminate rebellious insurgents or resistance groups.roups.;Counterinsurgency warfare is a form of irregular warfare which relies on the use of mass arrests, torture or even mass executions to eliminate rebellious insurgents or resistance groups.;Counterinsurgency warfare is a form of irregular warfare which relies on the use of mass arrests, torture or even mass executions to eliminate rebellious insurgents or resistance groups.;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_CAVALRY_DOCTRINE;Old Cavalry General;Old Cavalry General;Old Cavalry General;Old Cavalry General;Old Cavalry General;Old Cavalry General;Old Cavalry General;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_CAVALRY_DOCTRINE;This Chief of the Army still believes in the importance of a fast-paced attack led by the cavalry and projects a disdain for armoured vehicles.;This Chief of the Army still believes in the importance of a fast-paced attack led by the cavalry and projects a disdain for armoured vehicles.;This Chief of the Army still believes in the importance of a fast-paced attack led by the cavalry and projects a disdain for armoured vehicles.;This Chief of the Army still believes in the importance of a fast-paced attack led by the cavalry and projects a disdain for armoured vehicles.;This Chief of the Army still believes in the importance of a fast-paced attack led by the cavalry and projects a disdain for armoured vehicles.;This Chief of the Army still believes in the importance of a fast-paced attack led by the cavalry and projects a disdain for armoured vehicles.;This Chief of the Army still believes in the importance of a fast-paced attack led by the cavalry and projects a disdain for armoured vehicles.;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
